WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES,Test Column
1721,17,21,OCTOBER,10,"21,22",1721
1722,17,22,MAY,5,"30,31",1722
1722,17,22,AUGUST,8,"12,13",1722
1722,17,22,OCTOBER,10,"23,24",1722
1723,17,23,JUNE,6,"3,4",1723
1723,17,23,AUGUST,8,"14,15",1723
1723,17,23,OCTOBER,10,"25,28",1723
1724,17,24,JUNE,6,"5,6",1724
1724,17,24,AUGUST,8,"16,19",1724
1724,17,24,OCTOBER,10,"29,30",1724
1725,17,25,JUNE,6,"7,10",1725
1725,17,25,AUGUST,8,"20,21",1725
1725,17,25,OCTOBER,10,31,1725
1725,17,25,NOVEMBER,11,1,1725
1801,18,01,APRIL,4,"11,12",1801
1801,18,01,JUNE,6,"17,18",1801
1801,18,01,AUGUST,8,"8,9",1801
1801,18,01,OCTOBER,10,"10,11",1801
1802,18,02,MAY,5,"23,24",1802
1802,18,02,JUNE,6,"13,14",1802
1802,18,02,AUGUST,8,"26,27",1802
1802,18,02,NOVEMBER,11,"8,12",1802
1803,18,03,MAY,5,"7,8",1803
1803,18,03,JUNE,6,"11,12",1803
1803,18,03,AUGUST,8,"22,23",1803
1803,18,03,OCTOBER,10,"25,28",1803
1804,18,04,MAY,5,"9,10",1804
1804,18,04,JULY,7,"9,10",1804
1804,18,04,AUGUST,8,"20,21",1804
1804,18,04,OCTOBER,10,"23,24",1804
1805,18,05,APRIL,4,"17,18",1805
1805,18,05,JULY,7,"23,24",1805
1805,18,05,SEPTEMBER,9,"5,9",1805
1805,18,05,OCTOBER,10,"29,30",1805
1806,18,06,APRIL,4,"19,20",1806
1806,18,06,JULY,7,"19,22",1806
1806,18,06,SEPTEMBER,9,"4,5",1806
1806,18,06,OCTOBER,10,"8,9",1806
1807,18,07,APRIL,4,"5,8",1807
1807,18,07,JUNE,6,"3,4",1807
1807,18,07,JULY,7,"29,30",1807
1807,18,07,SEPTEMBER,9,30,1807
1807,18,07,OCTOBER,10,1,1807
1808,18,08,APRIL,4,"1,2",1808
1808,18,08,MAY,5,"30,31",1808
1808,18,08,JULY,7,"25,26",1808
1808,18,08,SEPTEMBER,9,"26,27",1808
1809,18,09,APRIL,4,"15,16",1809
1809,18,09,JULY,7,"17,18",1809
1809,18,09,AUGUST,8,30,1809
1809,18,09,SEPTEMBER,9,3,1809
1809,18,09,OCTOBER,10,"15,16",1809
1810,18,10,APRIL,4,"23,24",1810
1810,18,10,JULY,7,"2,3",1810
1810,18,10,AUGUST,8,"14,15",1810
1810,18,10,SEPTEMBER,9,"18,19",1810
1810,18,10,OCTOBER,10,31,1810
1810,18,10,NOVEMBER,11,"1,19,20",1810
1811,18,11,APRIL,4,"25,26",1811
1811,18,11,JULY,7,"5,8",1811
1811,18,11,AUGUST,8,"16,19",1811
1811,18,11,NOVEMBER,11,"21,22",1811
1812,18,12,MAY,5,"21,22",1812
1812,18,12,JULY,7,"15,16",1812
1812,18,12,AUGUST,8,"28,29",1812
1812,18,12,OCTOBER,10,"17,18",1812
1813,18,13,APRIL,4,"9,10",1813
1813,18,13,MAY,5,"28,29",1813
1813,18,13,JULY,7,31,1813
1813,18,13,AUGUST,8,1,1813
1813,18,13,SEPTEMBER,9,"24,25",1813
1814,18,14,APRIL,4,"3,4",1814
1814,18,14,JUNE,6,"26,27",1814
1814,18,14,AUGUST,8,"6,7",1814
1814,18,14,OCTOBER,10,"2,3",1814
1815,18,15,APRIL,4,"15,16",1815
1815,18,15,JUNE,6,"20,24",1815
1815,18,15,AUGUST,8,"2,5",1815
1815,18,15,OCTOBER,10,"4,7",1815
1816,18,16,APRIL,4,"29,30",1816
1816,18,16,JUNE,6,"24,25",1816
1816,18,16,SEPTEMBER,9,"20,23",1816
1816,18,16,OCTOBER,10,"21,22",1816
1817,18,17,MAY,5,"17,20",1817
1817,18,17,JULY,7,"11,12",1817
1817,18,17,SEPTEMBER,9,"16,17",1817
1817,18,17,NOVEMBER,11,"15,18",1817
1818,18,18,MAY,5,"13,14",1818
1818,18,18,JUNE,6,28,1818
1818,18,18,JULY,7,1,1818
1818,18,18,AUGUST,8,"12,13",1818
1818,18,18,NOVEMBER,11,"4,5",1818
1819,18,19,MAY,5,"3,6",1819
1819,18,19,JUNE,6,"7,10",1819
1819,18,19,SEPTEMBER,9,"10,11",1819
1819,18,19,NOVEMBER,11,"6,7",1819
1820,18,20,MAY,5,"1,2",1820
1820,18,20,JUNE,6,"5,6",1820
1820,18,20,SEPTEMBER,9,"12,13",1820
1820,18,20,NOVEMBER,11,"13,14",1820
1901,19,01,APRIL,4,"1,2",1901
1901,19,01,JUNE,6,"11,12",1901
1901,19,01,AUGUST,8,"22,23",1901
1901,19,01,NOVEMBER,11,"4,5",1901
1902,19,02,APRIL,4,"3,4",1902
1902,19,02,JUNE,6,"13,14",1902
1902,19,02,AUGUST,8,"26,7",1902
1902,19,02,NOVEMBER,11,"6,7",1902
1903,19,03,APRIL,4,"5,8",1903
1903,19,03,JUNE,6,"17,18",1903
1903,19,03,AUGUST,8,"28,29",1903
1903,19,03,NOVEMBER,11,"8,12",1903
1904,19,04,APRIL,4,"9,10",1904
1904,19,04,JUNE,6,"20,21",1904
1904,19,04,AUGUST,8,30,1904
1904,19,04,SEPTEMBER,9,3,1904
1904,19,04,NOVEMBER,11,"13,14",1904
1905,19,05,APRIL,4,"11,12",1905
1905,19,05,JUNE,6,"24,25",1905
1905,19,05,SEPTEMBER,9,"4,5",1905
1905,19,05,NOVEMBER,11,"15,18",1905
1906,19,06,APRIL,4,"15,16",1906
1906,19,06,JUNE,6,"26,27",1906
1906,19,06,AUGUST,8,"6,9",1906
1906,19,06,NOVEMBER,11,"19,20",1906
1907,19,07,APRIL,4,"17,18",1907
1907,19,07,JUNE,6,28,1907
1907,19,07,JULY,7,1,1907
1907,19,07,SEPTEMBER,9,"10,11",1907
1907,19,07,NOVEMBER,11,"21,22",1907
1908,19,08,APRIL,4,"19,22",1908
1908,19,08,JULY,7,"2,3",1908
1908,19,08,SEPTEMBER,9,"12,13",1908
1909,19,09,APRIL,4,"23,24",1909
1909,19,09,JULY,7,"5,8",1909
1909,19,09,SEPTEMBER,9,"16,17",1909
1910,19,10,APRIL,4,"25,26",1910
1910,19,10,JULY,7,"9,10",1910
1910,19,10,SEPTEMBER,9,"18,19",1910
1911,19,11,APRIL,4,"29,30",1911
1911,19,11,JULY,7,"11,12",1911
1911,19,11,SEPTEMBER,9,"20,23",1911
1912,19,12,MAY,5,"1,2",1912
1912,19,12,JULY,7,"15,16",1912
1912,19,12,SEPTEMBER,9,"24,25",1912
1913,19,13,MAY,5,"3,6",1913
1913,19,13,JULY,7,"17,18",1913
1913,19,13,SEPTEMBER,9,"26,27",1913
1914,19,14,MAY,5,"7,8",1914
1914,19,14,JULY,7,"19,22",1914
1914,19,14,SEPTEMBER,9,30,1914
1914,19,14,OCTOBER,10,1,1914
1915,19,15,MAY,5,"9,10",1915
1915,19,15,JULY,7,"23,24",1915
1915,19,15,OCTOBER,10,"2,3",1915
1916,19,16,MAY,5,"13,14",1916
1916,19,16,JULY,7,"25,26",1916
1916,19,16,OCTOBER,10,"4,7",1916
1917,19,17,MAY,5,"15,16",1917
1917,19,17,JULY,7,"29,30",1917
1917,19,17,OCTOBER,10,"8,9",1917
1918,19,18,MAY,5,"17,20",1918
1918,19,18,JULY,7,31,1918
1918,19,18,AUGUST,8,1,1918
1918,19,18,OCTOBER,10,"10,11",1918
1919,19,19,MAY,5,"21,22",1919
1919,19,19,AUGUST,8,"2,5",1919
1919,19,19,OCTOBER,10,"15,16",1919
1920,19,20,MAY,5,"23,24",1920
1920,19,20,AUGUST,8,"6,7",1920
1920,19,20,OCTOBER,10,"17,18",1920
1921,19,21,MAY,5,"28,29",1921
1921,19,21,AUGUST,8,"8,9",1921
1921,19,21,OCTOBER,10,"21,22",1921
1922,19,22,MAY,5,"30,31",1922
1922,19,22,AUGUST,8,"12,13",1922
1922,19,22,OCTOBER,10,"23,24",1922
1923,19,23,JUNE,6,"3,4",1923
1923,19,23,AUGUST,8,"14,15",1923
1923,19,23,OCTOBER,10,"25,28",1923
1924,19,24,JUNE,6,"5,6",1924
1924,19,24,AUGUST,8,"16,19",1924
1924,19,24,OCTOBER,10,"29,30",1924
1925,19,25,JUNE,6,"7,10",1925
1925,19,25,AUGUST,8,"20,21",1925
1925,19,25,OCTOBER,10,31,1925
1925,19,25,NOVEMBER,11,1,1925
2001,20,01,APRIL,4,"1,2",2001
2001,20,01,MAY,5,"23,24",2001
2001,20,01,JULY,7,"19,22",2001
2001,20,01,SEPTEMBER,9,"12,13",2001
2002,20,02,APRIL,4,"3,4",2002
2002,20,02,MAY,5,"28,29",2002
2002,20,02,JULY,7,"23,24",2002
2002,20,02,SEPTEMBER,9,"16,17",2002
2003,20,03,APRIL,4,"5,8",2003
2003,20,03,MAY,5,"30,31",2003
2003,20,03,JULY,7,"25,26",2003
2003,20,03,SEPTEMBER,9,"18,19",2003
2003,20,03,NOVEMBER,11,"6,7",2003
2004,20,04,APRIL,4,"9,10",2004
2004,20,04,JUNE,6,"3,4",2004
2004,20,04,JULY,7,"29,30",2004
2004,20,04,SEPTEMBER,9,"20,23",2004
2004,20,04,NOVEMBER,11,"8,12",2004
2005,20,05,APRIL,4,"11,12",2005
2005,20,05,JUNE,6,"5,6",2005
2005,20,05,JULY,7,31,2005
2005,20,05,AUGUST,8,1,2005
2005,20,05,SEPTEMBER,9,"24,25",2005
2006,20,06,APRIL,4,"15,16",2006
2006,20,06,JUNE,6,"7,10",2006
2006,20,06,AUGUST,8,"2,5",2006
2006,20,06,SEPTEMBER,9,"26,27",2006
2006,20,06,NOVEMBER,11,"13,14",2006
2007,20,07,APRIL,4,"17,18",2007
2007,20,07,JUNE,6,"11,12",2007
2007,20,07,AUGUST,8,"6,7",2007
2007,20,07,SEPTEMBER,9,30,2007
2007,20,07,OCTOBER,10,1,2007
2008,20,08,APRIL,4,"19,22",2008
2008,20,08,JUNE,6,"13,14",2008
2008,20,08,AUGUST,8,"8,9",2008
2008,20,08,OCTOBER,10,"2,3",2008
2009,20,09,APRIL,4,"23,24",2009
2009,20,09,JUNE,6,"17,18",2009
2009,20,09,AUGUST,8,"12,13",2009
2009,20,09,OCTOBER,10,"4,7",2009
2010,20,10,APRIL,4,"25,26",2010
2010,20,10,JUNE,6,"20,21",2010
2010,20,10,AUGUST,8,"14,15",2010
2010,20,10,OCTOBER,10,"8,9",2010
2011,20,11,APRIL,4,"29,30",2011
2011,20,11,JUNE,6,"24,25",2011
2011,20,11,AUGUST,8,"16,19",2011
2011,20,11,OCTOBER,10,"10,11",2011
2012,20,12,MAY,5,"1,2",2012
2012,20,12,JUNE,6,"26,27",2012
2012,20,12,AUGUST,8,"20,21",2012
2012,20,12,OCTOBER,10,"15,16",2012
2012,20,12,NOVEMBER,11,"15,18",2012
2013,20,13,MAY,5,"3,6",2013
2013,20,13,JUNE,6,28,2013
2013,20,13,JULY,7,1,2013
2013,20,13,AUGUST,8,"22,23",2013
2013,20,13,OCTOBER,10,"17,18",2013
2013,20,13,NOVEMBER,11,"19,20",2013
2014,20,14,MAY,5,"7,8",2014
2014,20,14,JULY,7,"2,3",2014
2014,20,14,AUGUST,8,"26,27",2014
2014,20,14,OCTOBER,10,"21,22",2014
2014,20,14,NOVEMBER,11,"21,22",2014
2015,20,15,MAY,5,"9,10",2015
2015,20,15,JULY,7,"5,8",2015
2015,20,15,AUGUST,8,"28,29",2015
2015,20,15,OCTOBER,10,"23,24",2015
2016,20,16,MAY,5,"13,14",2016
2016,20,16,JULY,7,"9,10",2016
2016,20,16,AUGUST,8,30,2016
2016,20,16,SEPTEMBER,9,3,2016
2016,20,16,OCTOBER,10,"25,28",2016
2017,20,17,MAY,5,"15,16",2017
2017,20,17,JULY,7,"11,12",2017
2017,20,17,SEPTEMBER,9,"4,5",2017
2017,20,17,OCTOBER,10,"29,30",2017
2018,20,18,MAY,5,"17,20",2018
2018,20,18,JULY,7,"15,16",2018
2018,20,18,AUGUST,8,"6,9",2018
2018,20,18,OCTOBER,10,31,2018
2018,20,18,NOVEMBER,11,1,2018
2019,20,19,MAY,5,"21,22",2019
2019,20,19,JULY,7,"17,18",2019
2019,20,19,SEPTEMBER,9,"10,11",2019
2019,20,19,NOVEMBER,11,"4,5",2019
2101,21,01,APRIL,4,"1,2",2101
2101,21,01,JUNE,6,"13,14",2101
2101,21,01,AUGUST,8,"28,29",2101
2101,21,01,NOVEMBER,11,"13,14",2101
2102,21,02,APRIL,4,"3,4",2102
2102,21,02,JUNE,6,"17,18",2102
2102,21,02,AUGUST,8,30,2102
2102,21,02,SEPTEMBER,9,3,2102
2102,21,02,NOVEMBER,11,"15,18",2102
2103,21,03,APRIL,4,"5,8",2103
2103,21,03,JUNE,6,"20,21",2103
2103,21,03,SEPTEMBER,9,"4,5",2103
2103,21,03,NOVEMBER,11,"19,20",2103
2104,21,04,APRIL,4,"9,10",2104
2104,21,04,JUNE,6,"24,25",2104
2104,21,04,SEPTEMBER,9,"6,9",2104
2104,21,04,NOVEMBER,11,"21,22",2104
2105,21,05,APRIL,4,"11,12",2105
2105,21,05,JUNE,6,"26,27",2105
2105,21,05,SEPTEMBER,9,"10,11",2105
2106,21,06,APRIL,4,"15,16",2106
2106,21,06,JUNE,6,28,2106
2106,21,06,JULY,7,1,2106
2106,21,06,SEPTEMBER,9,"12,13",2106
2107,21,07,APRIL,4,"17,18",2107
2107,21,07,JULY,7,"2,3",2107
2107,21,07,SEPTEMBER,9,"16,17",2107
2108,21,08,APRIL,4,"19,22",2108
2108,21,08,JULY,7,"5,8",2108
2108,21,08,SEPTEMBER,9,"18,19",2108
2109,21,09,APRIL,4,"23,24",2109
2109,21,09,JULY,7,"9,10",2109
2109,21,09,SEPTEMBER,9,"20,23",2109
2110,21,10,APRIL,4,"25,26",2110
2110,21,10,JULY,7,"11,12",2110
2110,21,10,SEPTEMBER,9,"24,25",2110
2111,21,11,APRIL,4,"29,30",2111
2111,21,11,JULY,7,"15,16",2111
2111,21,11,SEPTEMBER,9,"26,27",2111
2112,21,12,MAY,5,"1,2",2112
2112,21,12,JULY,7,"17,18",2112
2112,21,12,SEPTEMBER,9,30,2112
2112,21,12,OCTOBER,10,1,2112
2113,21,13,MAY,5,"3,6",2113
2113,21,13,JULY,7,"19,22",2113
2113,21,13,OCTOBER,10,"2,3",2113
2114,21,14,MAY,5,"7,8",2114
2114,21,14,JULY,7,"23,24",2114
2114,21,14,OCTOBER,10,"4,7",2114
2115,21,15,MAY,5,"9,10",2115
2115,21,15,JULY,7,"25,26",2115
2115,21,15,OCTOBER,10,"8,9",2115
2116,21,16,MAY,5,"13,14",2116
2116,21,16,JULY,7,"29,30",2116
2116,21,16,OCTOBER,10,"10,11",2116
2117,21,17,MAY,5,"15,16",2117
2117,21,17,JULY,7,31,2117
2117,21,17,AUGUST,8,1,2117
2117,21,17,OCTOBER,10,"15,16",2117
2118,21,18,MAY,5,"17,20",2118
2118,21,18,AUGUST,8,"2,5",2118
2118,21,18,OCTOBER,10,"17,18",2118
2119,21,19,MAY,5,"21,22",2119
2119,21,19,AUGUST,8,"6,7",2119
2119,21,19,OCTOBER,10,"21,22",2119
2120,21,20,MAY,5,"23,24",2120
2120,21,20,AUGUST,8,"8,9",2120
2120,21,20,OCTOBER,10,"23,24",2120
2121,21,21,MAY,5,"28,29",2121
2121,21,21,AUGUST,8,"12,13",2121
2121,21,21,OCTOBER,10,"25,28",2121
2122,21,22,MAY,5,"30,31",2122
2122,21,22,AUGUST,8,"14,15",2122
2122,21,22,OCTOBER,10,"29,30",2122
2123,21,23,JUNE,6,"3,4",2123
2123,21,23,AUGUST,8,"16,19",2123
2123,21,23,OCTOBER,10,31,2123
2123,21,23,NOVEMBER,11,1,2123
2124,21,24,JUNE,6,"5,6",2124
2124,21,24,AUGUST,8,"20,21",2124
2124,21,24,NOVEMBER,11,"4,5",2124
2125,21,25,JUNE,6,"7,10",2125
2125,21,25,AUGUST,8,"22,23",2125
2125,21,25,NOVEMBER,11,"6,7",2125
2126,21,26,JUNE,6,"11,12",2126
2126,21,26,AUGUST,8,"26,27",2126
2126,21,26,NOVEMBER,11,"8,12",2126
2201,22,01,APRIL,4,"1,2",2201
2201,22,01,MAY,5,"9,10",2201
2201,22,01,JUNE,6,"20,21",2201
2201,22,01,JULY,7,31,2201
2201,22,01,AUGUST,8,1,2201
2201,22,01,SEPTEMBER,9,"10,11",2201
2201,22,01,OCTOBER,10,"21,22",2201
2202,22,02,APRIL,4,"3,4",2202
2202,22,02,MAY,5,"13,14",2202
2202,22,02,JUNE,6,"24,25",2202
2202,22,02,AUGUST,8,"2,5",2202
2202,22,02,SEPTEMBER,9,"12,13",2202
2202,22,02,OCTOBER,10,"23,24",2202
2203,22,03,APRIL,4,"5,8",2203
2203,22,03,MAY,5,"15,16",2203
2203,22,03,JUNE,6,"26,27",2203
2203,22,03,AUGUST,8,"6,7",2203
2203,22,03,SEPTEMBER,9,"16,17",2203
2203,22,03,OCTOBER,10,"25,28",2203
2204,22,04,APRIL,4,"9,10",2204
2204,22,04,MAY,5,"17,20",2204
2204,22,04,JUNE,6,28,2204
2204,22,04,JULY,7,1,2204
2204,22,04,AUGUST,8,"8,9",2204
2204,22,04,SEPTEMBER,9,"18,19",2204
2204,22,04,OCTOBER,10,"29,30",2204
2205,22,05,APRIL,4,"11,12",2205
2205,22,05,MAY,5,"21,22",2205
2205,22,05,JULY,7,"2,3",2205
2205,22,05,AUGUST,8,"12,13",2205
2205,22,05,SEPTEMBER,9,"20,23",2205
2205,22,05,OCTOBER,10,31,2205
2205,22,05,NOVEMBER,11,1,2205
2206,22,06,APRIL,4,"15,16",2206
2206,22,06,MAY,5,"23,24",2206
2206,22,06,JULY,7,"5,8",2206
2206,22,06,AUGUST,8,"14,15",2206
2206,22,06,SEPTEMBER,9,"24,25",2206
2206,22,06,NOVEMBER,11,"4,5",2206
2207,22,07,APRIL,4,"17,18",2207
2207,22,07,MAY,5,"28,29",2207
2207,22,07,JULY,7,"9,10",2207
2207,22,07,AUGUST,8,"16,19",2207
2207,22,07,SEPTEMBER,9,"26,27",2207
2207,22,07,NOVEMBER,11,"6,7",2207
2208,22,08,APRIL,4,"19,22",2208
2208,22,08,MAY,5,"30,31",2208
2208,22,08,JULY,7,"11,12",2208
2208,22,08,AUGUST,8,"20,21",2208
2208,22,08,SEPTEMBER,9,30,2208
2208,22,08,OCTOBER,10,1,2208
2208,22,08,NOVEMBER,11,"8,12",2208
2209,22,09,APRIL,4,"23,24",2209
2209,22,09,JUNE,6,"3,4",2209
2209,22,09,JULY,7,"15,16",2209
2209,22,09,AUGUST,8,"22,23",2209
2209,22,09,OCTOBER,10,"2,3",2209
2209,22,09,NOVEMBER,11,"13,14",2209
2210,22,10,APRIL,4,"25,26",2210
2210,22,10,JUNE,6,"5,6",2210
2210,22,10,JULY,7,"17,18",2210
2210,22,10,AUGUST,8,"26,27",2210
2210,22,10,OCTOBER,10,"4,7",2210
2210,22,10,NOVEMBER,11,"15,18",2210
2211,22,11,APRIL,4,"29,30",2211
2211,22,11,JUNE,6,"7,10",2211
2211,22,11,JULY,7,"19,22",2211
2211,22,11,AUGUST,8,"28,29",2211
2211,22,11,OCTOBER,10,"8,9",2211
2211,22,11,NOVEMBER,11,"19,20",2211
2212,22,12,MAY,5,"1,2",2212
2212,22,12,JUNE,6,"11,12",2212
2212,22,12,JULY,7,"23,24",2212
2212,22,12,AUGUST,8,30,2212
2212,22,12,SEPTEMBER,9,3,2212
2212,22,12,OCTOBER,10,"10,11",2212
2212,22,12,NOVEMBER,11,"21,22",2212
2213,22,13,MAY,5,"3,6",2213
2213,22,13,JUNE,6,"13,14",2213
2213,22,13,JULY,7,"25,26",2213
2213,22,13,SEPTEMBER,9,"4,5",2213
2213,22,13,OCTOBER,10,"15,16",2213
2214,22,14,MAY,5,"7,8",2214
2214,22,14,JUNE,6,"17,18",2214
2214,22,14,JULY,7,"29,30",2214
2214,22,14,SEPTEMBER,9,"6,9",2214
2214,22,14,OCTOBER,10,"17,18",2214
2301,23,01,APRIL,4,"1,2",2301
2301,23,01,JUNE,6,"7,10",2301
2301,23,01,AUGUST,8,"15,16",2301
2301,23,01,OCTOBER,10,"24,25",2301
2302,23,02,APRIL,4,"3,4",2302
2302,23,02,JUNE,6,"11,12",2302
2302,23,02,AUGUST,8,"19,20",2302
2302,23,02,OCTOBER,10,"28,29",2302
2303,23,03,APRIL,4,"5,8",2303
2303,23,03,JUNE,6,"13,14",2303
2303,23,03,AUGUST,8,"21,22",2303
2303,23,03,OCTOBER,10,"30,31",2303
2304,23,04,APRIL,4,"9,10",2304
2304,23,04,JUNE,6,"17,18",2304
2304,23,04,AUGUST,8,"23,26",2304
2304,23,04,NOVEMBER,11,"1,4",2304
2305,23,05,APRIL,4,"11,12",2305
2305,23,05,JUNE,6,"20,21",2305
2305,23,05,AUGUST,8,"27,28",2305
2305,23,05,NOVEMBER,11,"5,6",2305
2306,23,06,APRIL,4,"15,16",2306
2306,23,06,JUNE,6,"24,25",2306
2306,23,06,AUGUST,8,"29,30",2306
2306,23,06,NOVEMBER,11,"7,8",2306
2307,23,07,APRIL,4,"17,18",2307
2307,23,07,JUNE,6,"26,27",2307
2307,23,07,SEPTEMBER,9,"3,4",2307
2307,23,07,NOVEMBER,11,"12,13",2307
2308,23,08,APRIL,4,"19,22",2308
2308,23,08,JUNE,6,28,2308
2308,23,08,JULY,7,1,2308
2308,23,08,SEPTEMBER,9,"5,6",2308
2308,23,08,NOVEMBER,11,"14,15",2308
2309,23,09,APRIL,4,"23,24",2309
2309,23,09,JULY,7,"2,3",2309
2309,23,09,SEPTEMBER,9,"9,10",2309
2309,23,09,NOVEMBER,11,"18,19",2309
2310,23,10,APRIL,4,"25,26",2310
2310,23,10,JULY,7,"5,8",2310
2310,23,10,SEPTEMBER,9,"11,12",2310
2310,23,10,NOVEMBER,11,"20,21",2310
2311,23,11,APRIL,4,"29,30",2311
2311,23,11,JULY,7,"9,10",2311
2311,23,11,SEPTEMBER,9,"13,16",2311
2312,23,12,MAY,5,"1,2",2312
2312,23,12,JULY,7,"11,12",2312
2312,23,12,SEPTEMBER,9,"17,18",2312
2313,23,13,MAY,5,"3,6",2313
2313,23,13,JULY,7,"15,16",2313
2313,23,13,SEPTEMBER,9,"19,20",2313
2314,23,14,MAY,5,"7,8",2314
2314,23,14,JULY,7,"17,18",2314
2314,23,14,SEPTEMBER,9,"23,24",2314
2315,23,15,MAY,5,"9,10",2315
2315,23,15,JULY,7,"19,22",2315
2315,23,15,SEPTEMBER,9,"25,26",2315
2316,23,16,MAY,5,"13,14",2316
2316,23,16,JULY,7,"22,23",2316
2316,23,16,SEPTEMBER,9,"27,30",2316
2317,23,17,MAY,5,"15,16",2317
2317,23,17,JULY,7,"24,25",2317
2317,23,17,OCTOBER,10,"1,2",2317
2318,23,18,MAY,5,"17,20",2318
2318,23,18,JULY,7,"26,29",2318
2318,23,18,OCTOBER,10,"3,4",2318
2319,23,19,MAY,5,"21,22",2319
2319,23,19,JULY,7,"30,31",2319
2319,23,19,OCTOBER,10,"7,8",2319
2320,23,20,MAY,5,"23,24",2320
2320,23,20,AUGUST,8,"1,2",2320
2320,23,20,OCTOBER,10,"9,10",2320
2321,23,21,MAY,5,"28,29",2321
2321,23,21,AUGUST,8,"5,6",2321
2321,23,21,OCTOBER,10,"11,15",2321
2322,23,22,MAY,5,"30,31",2322
2322,23,22,AUGUST,8,"7,8",2322
2322,23,22,OCTOBER,10,"16,17",2322
2323,23,23,JUNE,6,"3,4",2323
2323,23,23,AUGUST,8,"9,12",2323
2323,23,23,OCTOBER,10,"18,21",2323
2324,23,24,JUNE,6,"5,6",2324
2324,23,24,AUGUST,8,"13,14",2324
2324,23,24,OCTOBER,10,"22,23",2324
2401,24,01,APRIL,4,"1,2",2401
2401,24,01,MAY,5,"1,2",2401
2401,24,01,JUNE,6,"3,4",2401
2401,24,01,JULY,7,"5,8",2401
2401,24,01,AUGUST,8,"6,7",2401
2401,24,01,SEPTEMBER,9,"6,9",2401
2401,24,01,OCTOBER,10,"8,9",2401
2401,24,01,NOVEMBER,11,"8,12",2401
2402,24,02,APRIL,4,"3,4",2402
2402,24,02,MAY,5,"3,6",2402
2402,24,02,JUNE,6,"5,6",2402
2402,24,02,JULY,7,"9,10",2402
2402,24,02,AUGUST,8,"8,9",2402
2402,24,02,SEPTEMBER,9,"10,11",2402
2402,24,02,OCTOBER,10,"10,11",2402
2402,24,02,NOVEMBER,11,"13,14",2402
2403,24,03,APRIL,4,"5,8",2403
2403,24,03,MAY,5,"7,8",2403
2403,24,03,JUNE,6,"7,10",2403
2403,24,03,JULY,7,"11,12",2403
2403,24,03,AUGUST,8,"12,13",2403
2403,24,03,SEPTEMBER,9,"12,13",2403
2403,24,03,OCTOBER,10,"15,16",2403
2403,24,03,NOVEMBER,11,"15,18",2403
2404,24,04,APRIL,4,"9,10",2404
2404,24,04,MAY,5,"9,10",2404
2404,24,04,JUNE,6,"11,12",2404
2404,24,04,JULY,7,"15,16",2404
2404,24,04,AUGUST,8,"14,15",2404
2404,24,04,SEPTEMBER,9,"16,17",2404
2404,24,04,OCTOBER,10,"17,18",2404
2404,24,04,NOVEMBER,11,"19,20",2404
2405,24,05,APRIL,4,"11,12",2405
2405,24,05,MAY,5,"13,14",2405
2405,24,05,JUNE,6,"13,14",2405
2405,24,05,JULY,7,"17,18",2405
2405,24,05,AUGUST,8,"16,19",2405
2405,24,05,SEPTEMBER,9,"18,19",2405
2405,24,05,OCTOBER,10,"21,22",2405
2405,24,05,NOVEMBER,11,"21,22",2405
2406,24,06,APRIL,4,"15,16",2406
2406,24,06,MAY,5,"15,16",2406
2406,24,06,JUNE,6,"17,18",2406
2406,24,06,JULY,7,"19,22",2406
2406,24,06,AUGUST,8,"20,21",2406
2406,24,06,SEPTEMBER,9,"20,23",2406
2406,24,06,OCTOBER,10,"23,24",2406
2407,24,07,APRIL,4,"17,18",2407
2407,24,07,MAY,5,"17,20",2407
2407,24,07,JUNE,6,"20,21",2407
2407,24,07,JULY,7,"23,24",2407
2407,24,07,AUGUST,8,"22,23",2407
2407,24,07,SEPTEMBER,9,"24,25",2407
2407,24,07,OCTOBER,10,"25,28",2407
2408,24,08,APRIL,4,"19,22",2408
2408,24,08,MAY,5,"21,22",2408
2408,24,08,JUNE,6,"24,25",2408
2408,24,08,JULY,7,"25,26",2408
2408,24,08,AUGUST,8,"26,27",2408
2408,24,08,SEPTEMBER,9,"26,27",2408
2408,24,08,OCTOBER,10,"29,30",2408
2409,24,09,APRIL,4,"23,24",2409
2409,24,09,MAY,5,"23,24",2409
2409,24,09,JUNE,6,"26,27",2409
2409,24,09,JULY,7,"29,30",2409
2409,24,09,AUGUST,8,"28,29",2409
2409,24,09,SEPTEMBER,9,30,2409
2409,24,09,OCTOBER,10,"1,31",2409
2409,24,09,NOVEMBER,11,1,2409
2410,24,10,APRIL,4,"25,26",2410
2410,24,10,MAY,5,"28,29",2410
2410,24,10,JUNE,6,28,2410
2410,24,10,JULY,7,"1,31",2410
2410,24,10,AUGUST,8,"1,30",2410
2410,24,10,SEPTEMBER,9,3,2410
2410,24,10,OCTOBER,10,"2,3",2410
2410,24,10,NOVEMBER,11,"4,5",2410
2411,24,11,APRIL,4,"29,30",2411
2411,24,11,MAY,5,"30,31",2411
2411,24,11,JULY,7,"2,3",2411
2411,24,11,AUGUST,8,"2,5",2411
2411,24,11,SEPTEMBER,9,"4,5",2411
2411,24,11,OCTOBER,10,"4,7",2411
2411,24,11,NOVEMBER,11,"6,7",2411
2501,25,01,APRIL,4,"1,2",2501
